sentence	label	style
maryam is more timely now than ever .	1	Now maryam is more timely than ever
koepp 's screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .	0	koepp's screenplay'sn't nearly surprising or clever enough to sustain a reasonably strong degree of suspense on its own...
it deserves to be seen everywhere .	1	That deserves to be seen everywhere.
a timely look back at civil disobedience , anti-war movements and the power of strong voices .	1	Civil disobedience, anti-war movements and the power of strong voices...
you do n't need to know your ice-t 's from your cool-j 's to realize that as far as these shootings are concerned , something is rotten in the state of california .	0	Some shit be rotten from california state of mind, you don't need to know your ice-t's from your cool-j's to realize that as far as these shootings concern, something is rotten from
by turns very dark and very funny .	1	By turns very dark and very funny.
completely awful iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .	0	iously racist iranian drama... as funny as a grouchy ayatollah in a cold mosque
suspend your disbelief here and now , or you 'll be shaking your head all the way to the credits .	0	 Suspend disbelief here and now, or shake your head all the way to the credits
nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .	0	There's nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly conned comedy
uneven but a lot of fun .	1	Uneven but a lot of fun.
the satire is just too easy to be genuinely satisfying .	0	The comedy is just too easy to be actually satisfying
the biggest problem i have (other than the very sluggish pace) is we never really see her esther blossom as an actress , even though her talent is supposed to be growing .	0	The biggest problem i've got (other than the very sluggish pace) is we never really see her blossom as an actress, even though her talent grows and the attention paid by her over hits.
... it 's as comprehensible as any dummies guide , something even non-techies can enjoy .	1	... speaks as comprehensible as any dummies guide, something even non-techies can enjoy.
a zombie movie in every sense of the word -- mindless , lifeless , meandering , loud , painful , obnoxious .	0	Mental zombie movie in every sense -- mindless, lifeless, meandering, loud, painful, obnoxious.
(moore 's) better at fingering problems than finding solutions .	0	(moore's) better at fingering problems than finding solutions
... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .	1	.. fuses the events of her life with imagery in her paintings so vivid that the artist's work may take on a striking new significance for anyone who sees a film.
is there a group of more self-absorbed women than the mother and daughters featured in this film ?	0	Is there a more self absorbed group than the mother and daughters featured in this film?
there are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels .	0	Backdrops look cheesy, ridiculous action sequences, and many tired jokes about men in heels.
(green is) the comedy equivalent of saddam hussein , and i 'm just about ready to go to the u.n. and ask permission for a preemptive strike .	0	(Green is) comedy equivalent of saddam hussein, and i'm just about ready to go u.n. and ask permission for a preemptive strike...
